movieId,movieYear,movieURL,movieTitle,critic_score,critic_sentiment,audience_score,audience_sentiment,release_date_theaters,release_date_streaming,rating,original_language,runtime
8d105e95-5da8-4ca8-a3d3-cba0ba2fa45f,2023,https://www.rottentomatoes.com/m/jesus_revolution,Jesus Revolution,54,negative,99,positive,"Feb 24, 2023, Wide",11-Apr-23,PG-13 (Strong Drug Content|Some Thematic Elements),English,1h 59m
8d14134a-57c1-3f32-a0ee-9fdb0b789e5a,2023,https://www.rottentomatoes.com/m/champions_2022,Champions,58,negative,95,positive,"Mar 10, 2023, Wide",28-Mar-23,PG-13 (Strong Language|Crude/Sexual References),English,2h 3m
8dbbd0bd-7b93-4ebf-949d-f9e683306456,2023,https://www.rottentomatoes.com/m/frybread_face_and_me,Frybread Face and Me,97,positive,83,positive,"Nov 24, 2023, Limited",24-Nov-23,,English,1h 23m
8dc99cf0-85da-406c-a275-8c36aeb11dd9,2023,https://www.rottentomatoes.com/m/capsules_2022,Capsules,80,positive,73,positive,,31-Mar-23,,English,1h 10m
8df5855e-96b6-49b1-a336-e15c3621faef,2023,https://www.rottentomatoes.com/m/the_thief_collector,The Thief Collector,91,positive,77,positive,"May 19, 2023, Limited",19-May-23,,English,1h 33m
8e6c876d-6192-3764-bc00-0318b3a6289f,2023,https://www.rottentomatoes.com/m/gran_turismo_based_on_a_true_story,Gran Turismo: Based on a True Story,65,positive,98,positive,"Aug 25, 2023, Wide",26-Sep-23,PG-13 (Some Strong Language|Intense Action),English,2h 15m
8f7ba669-b488-470c-be54-3755db445627,2023,https://www.rottentomatoes.com/m/all_of_us_strangers,All of Us Strangers,96,positive,91,positive,"Dec 22, 2023, Limited",22-Feb-24,R (Sexual Content|Language|Some Drug Use),English,1h 45m
8fb3cabe-235a-37f0-95b8-4e67edd821b3,2023,https://www.rottentomatoes.com/m/share_2023,Share?,70,positive,79,positive,"Nov 10, 2023, Limited",10-Nov-23,,English,1h 20m
8febdaa4-a3ea-33df-bbc9-da5559a6359b,2023,https://www.rottentomatoes.com/m/80_for_brady,80 for Brady,58,negative,89,positive,"Feb 3, 2023, Wide",7-Mar-23,PG-13 (Some Suggestive References|Some Drug Content|Brief Strong Language),English,1h 38m
8fee55a0-f99e-4d6d-9de7-704878857065,2023,https://www.rottentomatoes.com/m/where_the_devil_roams,Where the Devil Roams,100,positive,45,negative,,7-Nov-23,,English,1h 33m
90a0a543-d229-4748-ba4b-74dc6d06d9eb,2023,https://www.rottentomatoes.com/m/breakwater_2023,Breakwater,40,negative,48,negative,"Dec 22, 2023, Limited",22-Dec-23,R (Language|Violence|Some Sexual Material),English,1h 37m
90c22bee-a1dd-44f6-8345-d1792b4dddc3,2023,https://www.rottentomatoes.com/m/godzilla_minus_one,Godzilla Minus One,98,positive,98,positive,"Dec 1, 2023, Wide",1-Jun-24,PG-13 (Creature Violence and Action),Japanese,2h 5m
90e4f0bd-ed20-3311-a4cd-fa650d2d1be3,2023,https://www.rottentomatoes.com/m/operation_fortune_ruse_de_guerre,Operation Fortune: Ruse de guerre,51,negative,82,positive,"Mar 3, 2023, Wide",21-Mar-23,R (Language and Violence),English,1h 54m
91100701-5a24-3ca6-8fae-e97cf8bd14f9,2023,https://www.rottentomatoes.com/m/the_flood_2023,The Flood,33,negative,23,negative,"Jul 14, 2023, Limited",14-Jul-23,R,English,1h 31m
9155b1bf-99f2-4efe-8ebd-cdd9ec569412,2023,https://www.rottentomatoes.com/m/one_true_loves,One True Loves,30,negative,35,negative,"Apr 7, 2023, Limited",14-Apr-23,PG-13,English,1h 40m
91571c74-cea1-4bd6-b156-e1f44fc4e18e,2023,https://www.rottentomatoes.com/m/spy_kids_armageddon,Spy Kids: Armageddon,54,negative,43,negative,"Sep 22, 2023, Limited",22-Sep-23,PG (Sequences of Action),English,1h 48m
918604c1-a9d3-4ed8-94a1-3ac403b0c3a7,2023,https://www.rottentomatoes.com/m/beau_is_afraid,Beau Is Afraid,68,positive,71,positive,"Apr 21, 2023, Wide",13-Jun-23,R (Graphic Nudity|Drug Use|Language|Sexual Content|Strong Violent Content),English,2h 59m
91d9bac8-6a53-4c14-bb3d-ce66a1261732,2023,https://www.rottentomatoes.com/m/occupied_city,Occupied City,70,positive,78,positive,"Dec 25, 2023, Limited",23-Feb-24,PG-13 (Smoking|Sexual Material|Brief Drug Use|Strong Language|Thematic Material),English,4h 0m
92542cee-5345-34d5-8527-f36eebc0c145,2023,https://www.rottentomatoes.com/m/ehrengard_the_art_of_seduction,Ehrengard: The Art of Seduction,33,negative,69,positive,,14-Sep-23,,Danish,1h 34m
92db47cf-dfa1-3825-bef5-bf23ba182080,2023,https://www.rottentomatoes.com/m/the_exorcist_believer,The Exorcist: Believer,22,negative,59,negative,"Oct 6, 2023, Wide",24-Oct-23,R (Language|Disturbing Images|Sexual References|Some Violent Content),English,1h 51m
9349f9e7-ae39-4977-9df9-6aaab9c2b933,2023,https://www.rottentomatoes.com/m/the_forger_2022,The Forger,71,positive,99,positive,"Mar 3, 2023, Limited",2-May-23,,German,1h 56m
94383288-a6b4-3329-8159-9307ec9a1fff,2023,https://www.rottentomatoes.com/m/the_velveteen_rabbit,The Velveteen Rabbit,100,positive,86,positive,,22-Nov-23,,English,44m
94635e0e-90cd-3526-b1da-de7da4b03997,2023,https://www.rottentomatoes.com/m/cocaine_shark,Cocaine Shark,,,49,negative,,23-May-23,,English,1h 10m
94a0d722-c23d-4e4e-ab3d-1f15beb01304,2023,https://www.rottentomatoes.com/m/fingernails,Fingernails,60,positive,47,negative,"Oct 27, 2023, Limited",3-Nov-23,R (Language),English,1h 53m
955e71a2-aae7-4016-9cff-001818ba5988,2023,https://www.rottentomatoes.com/m/heart_of_stone_2023,Heart of Stone,31,negative,51,negative,"Aug 11, 2023, Limited",11-Aug-23,PG-13 (Action|Some Language|Sequences of Violence),English,2h 2m
958b72bb-ddcd-41b5-9b44-d5988fc90967,2023,https://www.rottentomatoes.com/m/stalker_2022_2,Stalker,82,positive,38,negative,"Mar 24, 2023, Limited",24-Mar-23,,English,1h 38m
95e645f5-996b-3841-a1e1-246ba5f2bbcf,2023,https://www.rottentomatoes.com/m/thanksgiving_2023,Thanksgiving,84,positive,80,positive,"Nov 17, 2023, Wide",19-Dec-23,R (Pervasive Language|Gore|Some Sexual Material|Strong Bloody Horror Violence),English,1h 47m
960eba07-2184-3bc1-a72e-dd9087645af5,2023,https://www.rottentomatoes.com/m/saw_x,Saw X,80,positive,89,positive,"Sep 29, 2023, Wide",20-Oct-23,R (Language|Grisly Bloody Violence|Some Drug Use|Torture),English,1h 58m
965ecc6a-dde6-405b-967d-91abb90ddb2f,2023,https://www.rottentomatoes.com/m/evil_dead_rise,Evil Dead Rise,84,positive,76,positive,"Apr 21, 2023, Wide",9-May-23,R (Some Language|Gore|Strong Bloody Horror Violence),English,1h 36m
96dffe5c-0824-3d6d-9442-e86e58f11685,2023,https://www.rottentomatoes.com/m/the_re_education_of_molly_singer,The Re-Education of Molly Singer,20,negative,95,positive,"Sep 29, 2023, Limited",29-Sep-23,R (Pervasive Language|Some Drug Use|Sexual Content),English,2h 0m
972bffa4-cb57-3fd0-9b29-4f694277b2b4,2023,https://www.rottentomatoes.com/m/the_boys_in_the_boat,The Boys in the Boat,57,negative,97,positive,"Dec 25, 2023, Wide",16-Jan-24,PG-13 (Language and Smoking),English,2h 4m
9764fbb5-c40f-47d2-8670-062eed4984f7,2023,https://www.rottentomatoes.com/m/lola_2023,LOLA,97,positive,67,positive,"Aug 4, 2023, Limited",4-Aug-23,,English,1h 19m
977592e8-1c81-4339-a670-3eb95995ca6d,2023,https://www.rottentomatoes.com/m/periodical,Periodical,100,positive,83,positive,"Oct 11, 2023, Limited",19-Nov-23,,English,1h 35m
9a684f8f-b7e4-413c-aa55-aaba26a8df63,2023,https://www.rottentomatoes.com/m/satanic_hispanics,Satanic Hispanics,90,positive,52,negative,"Sep 14, 2023, Limited",14-Nov-23,R (Bloody Violence and Gore|Some Sexual Material|Language Throughout),English,1h 45m
9a800ae0-c4bb-30ae-86d4-ba165aefd8de,2023,https://www.rottentomatoes.com/m/its_a_wonderful_knife,It's a Wonderful Knife,54,negative,72,positive,"Nov 10, 2023, Limited",22-Dec-23,R (Language|Drug Use|Bloody Violence),English,1h 27m
9adffa10-5926-3ec9-b632-9cba7e351c05,2023,https://www.rottentomatoes.com/m/to_catch_a_killer_2023,To Catch a Killer,52,negative,63,positive,"Apr 21, 2023, Limited",16-May-23,R (Strong Violent Content|Strong Language),English,1h 59m
9b2f0e17-a92d-3cce-addb-14cdd7ee20eb,2023,https://www.rottentomatoes.com/m/herd_2023,Herd,86,positive,70,positive,"Oct 13, 2023, Limited",13-Oct-23,,English,1h 37m
9b9ba987-f806-3d33-afc9-5900384aacf2,2023,https://www.rottentomatoes.com/m/supercell,Supercell,50,negative,76,positive,"Mar 17, 2023, Limited",17-Mar-23,PG-13 (Some Peril|Smoking|Language),English,1h 40m
9ba71417-765e-4016-954b-4a62b186e68a,2023,https://www.rottentomatoes.com/m/memory_2023,Memory,85,positive,71,positive,"Dec 22, 2023, Limited",20-Feb-24,R (Some Sexual Content|Language|Graphic Nudity),English,1h 40m
9c064f66-bad8-4e1f-93ae-d61756911deb,2023,https://www.rottentomatoes.com/m/lift_2022,Lift,100,positive,80,positive,"Sep 15, 2023, Limited",22-Sep-23,PG-13 (Brief Strong Language),English,1h 27m
9c223907-f436-4370-ba1d-2656771fddc5,2023,https://www.rottentomatoes.com/m/the_jewel_thief,The Jewel Thief,86,positive,62,positive,,13-Jul-23,,English,1h 40m
9c225277-6be0-3e7c-baf1-318f9ec51b1c,2023,https://www.rottentomatoes.com/m/sound_of_freedom,Sound of Freedom,57,negative,99,positive,"Jul 4, 2023, Wide",13-Oct-23,PG-13 (Violence|Sex Trafficking|Language|Thematic Content|Sexual References|Smoking Throughout|Some Drug References),English,2h 11m
9c79e9ca-721d-44be-bcbb-45cabf8373dc,2023,https://www.rottentomatoes.com/m/see_you_on_venus,See You on Venus,,,75,positive,"Jul 21, 2023, Limited",25-Jul-23,,English,1h 34m
9c869495-7438-41a6-bd74-d38f5bc96b0a,2023,https://www.rottentomatoes.com/m/bank_of_dave,Bank of Dave,86,positive,86,positive,"Aug 25, 2023, Limited",25-Aug-23,PG-13 (Some Strong Language),English (United Kingdom),1h 47m
9d5decaf-1960-3cdc-93f8-934f5a80ee8d,2023,https://www.rottentomatoes.com/m/last_sentinel_2023,Last Contact,33,negative,31,negative,"Mar 24, 2023, Limited",24-Mar-23,,English (United Kingdom),1h 57m
9d658e11-b709-3c08-9e38-f70fc1e9e100,2023,https://www.rottentomatoes.com/m/everyone_will_burn,Everyone Will Burn,84,positive,89,positive,"Dec 1, 2023, Limited",5-Dec-23,,European Spanish,2h 5m
9d672ee4-1c99-4f84-88c5-e02b6cf3272e,2023,https://www.rottentomatoes.com/m/missing_the_lucie_blackman_case,Missing: The Lucie Blackman Case,86,positive,77,positive,,26-Jul-23,,English,1h 22m
9d72ba83-36f1-4017-b9c7-bece2e61408d,2023,https://www.rottentomatoes.com/m/pet_sematary_bloodlines,Pet Sematary: Bloodlines,22,negative,41,negative,,6-Oct-23,R (Language|Horror Violence|Gore),English,1h 27m
9e0374c2-796b-47ad-9393-de6c1cfc9b14,2023,https://www.rottentomatoes.com/m/maybe_i_do,Maybe I Do,32,negative,61,positive,"Jan 27, 2023, Limited",14-Feb-23,PG-13 (Sexually Suggestive Material|Brief Strong Language),English,1h 35m
9ece2c39-aa0c-36a8-9075-0c7a305a6998,2023,https://www.rottentomatoes.com/m/a_man_called_otto,A Man Called Otto,70,positive,97,positive,"Jan 13, 2023, Wide",28-Feb-23,PG-13 (Mature Thematic Material|Language|Suicide Attempts),English,2h 6m
9ee67e23-7157-43fd-a639-6d8710a974fe,2023,https://www.rottentomatoes.com/m/marlowe_2022,Marlowe,26,negative,37,negative,"Feb 15, 2023, Wide",4-Apr-23,R (Language|Brief Drug Use|Some Sexual Material|Violent Content),English,1h 49m
9fa2d4ad-63f3-3a0e-a63b-20521a35295d,2023,https://www.rottentomatoes.com/m/the_equalizer_3,The Equalizer 3,76,positive,94,positive,"Sep 1, 2023, Wide",3-Oct-23,R (Strong Bloody Violence|Some Language),English,1h 49m
9fcb37db-f922-378b-9dd4-11e09388f258,2023,https://www.rottentomatoes.com/m/the_black_book_2023,The Black Book,,,70,positive,,22-Sep-23,,English,2h 4m
a012ad12-03e2-3c3d-9ddf-2194effe4fd3,2023,https://www.rottentomatoes.com/m/one_day_as_a_lion,One Day as a Lion,64,positive,49,negative,"Apr 4, 2023, Limited",7-Apr-23,R (Sexual References|Pervasive Language|Some Violence),English,1h 27m
a056f80a-cf96-3d80-a368-2e98316484b9,2023,https://www.rottentomatoes.com/m/the_monkey_king_2023,The Monkey King,59,negative,64,positive,"Aug 11, 2023, Limited",18-Aug-23,PG (Action/Violence|Brief Thematic Material),English,1h 32m
a08704ee-0510-416f-9570-d3394f29907e,2023,https://www.rottentomatoes.com/m/brother_2022,Brother,87,positive,82,positive,"Aug 4, 2023, Limited",4-Aug-23,,English,1h 59m
a0df50e4-5b07-3a02-9d9d-bcddf117c484,2023,https://www.rottentomatoes.com/m/stamped_from_the_beginning,Stamped From the Beginning,100,positive,66,positive,"Nov 10, 2023, Limited",20-Nov-23,R (Nude Images|Language|Drug Content|Racism|Some Violent Content),English,1h 31m
a10f88fd-3079-45b1-ad6f-300bc9e21505,2023,https://www.rottentomatoes.com/m/scrapper_2023,Scrapper,94,positive,81,positive,"Aug 25, 2023, Limited",10-Oct-23,,English,1h 24m
a1c199fc-e4ab-3524-bc82-560162f35ec4,2023,https://www.rottentomatoes.com/m/kandahar_2023,Kandahar,45,negative,82,positive,"May 26, 2023, Wide",15-Aug-23,R (Violence and Language),English,1h 59m
a290bfb1-cdeb-300e-8d43-d8c0f34d09c8,2023,https://www.rottentomatoes.com/m/haunted_mansion_2023,Haunted Mansion,37,negative,84,positive,"Jul 28, 2023, Wide",4-Oct-23,PG-13 (Some Thematic Elements|Scary Action),English,2h 3m
a307b53f-6308-3713-8fd0-56384eb92e40,2023,https://www.rottentomatoes.com/m/sitting_in_bars_with_cake,Sitting in Bars with Cake,75,positive,84,positive,"Sep 8, 2023, Limited",8-Sep-23,PG-13,English,2h 0m
a3274a26-067e-3f5a-81b3-e017921ca191,2023,https://www.rottentomatoes.com/m/mummies,Mummies,53,negative,88,positive,"Feb 24, 2023, Limited",7-Apr-23,PG (Some Rude Material|Mild Action/Violence),English,1h 28m
a357524b-403f-3b33-9c1a-0bfdaafe094e,2023,https://www.rottentomatoes.com/m/mind_leech,Mind Leech,100,positive,83,positive,,14-Feb-23,,English,1h 0m
a3854428-cd9c-4f47-8911-2c14b81d747e,2023,https://www.rottentomatoes.com/m/white_men_cant_jump_2023,White Men Can't Jump,26,negative,60,positive,,19-May-23,R (Some Drug Material|Pervasive Language),English,1h 41m
a420928f-ed5a-4268-996e-370b6d934318,2023,https://www.rottentomatoes.com/m/if_you_were_the_last,If You Were the Last,87,positive,81,positive,,20-Oct-23,,English,1h 32m
a42e905a-2b3b-3ce0-82d0-21da483f251a,2023,https://www.rottentomatoes.com/m/57_seconds,57 Seconds,13,negative,45,negative,"Sep 29, 2023, Limited",29-Sep-23,R (Violence and Language),English,1h 39m
a484fc5f-1a01-3fec-9742-ac1859e48603,2023,https://www.rottentomatoes.com/m/hopeless,Hopeless,83,positive,57,negative,"Oct 20, 2023, Limited",25-Jun-24,,Korean,2h 13m
a52fa17b-514c-3e98-be53-c1d45a92f4db,2023,https://www.rottentomatoes.com/m/unlocked_2023,Unlocked,60,positive,85,positive,,16-Feb-23,,Korean,1h 57m
a566563f-392d-3aeb-bac7-336bd85e72d6,2023,https://www.rottentomatoes.com/m/love_is_in_the_air_2023,Love Is in the Air,25,negative,54,negative,,28-Sep-23,,English (Australia),1h 28m
a6fe5632-272a-389c-b036-cc163a2a54d8,2023,https://www.rottentomatoes.com/m/candy_land,Candy Land,77,positive,59,negative,"Jan 6, 2023, Limited",6-Jan-23,,English,1h 33m
a80e2a7a-9bc2-3530-b22e-981d0ff20232,2023,https://www.rottentomatoes.com/m/puppy_love_2023,Puppy Love,47,negative,87,positive,,18-Aug-23,R,English,1h 20m
a85d7222-1c9d-435c-a6be-bfdc9700f583,2023,https://www.rottentomatoes.com/m/pamela_a_love_story,"Pamela, a Love Story",96,positive,92,positive,"Jan 31, 2023, Limited",31-Jan-23,TV-MA,English,1h 52m
a88ee2fb-dff1-4b76-b70b-4527d4867589,2023,https://www.rottentomatoes.com/m/run_rabbit_run_2023,Run Rabbit Run,37,negative,26,negative,,28-Jun-23,,English,1h 40m
a97d2fe5-1e22-3381-a150-eed0ef549099,2023,https://www.rottentomatoes.com/m/hunger_2022,Hunger,87,positive,64,positive,,8-Apr-23,,Thai,2h 10m
aada9a4f-e88b-3de0-87dd-419464ff53b6,2023,https://www.rottentomatoes.com/m/maggie_moores,Maggie Moore(s),51,negative,64,positive,"Jun 16, 2023, Limited",16-Jun-23,R (Language Throughout|Drug Use|Brief Nudity|Some Sexual Material|Violence),English,1h 39m
ac008198-8a95-3824-9e59-2d6566f5184e,2023,https://www.rottentomatoes.com/m/godzilla_tokyo_sos,Godzilla: Tokyo S.O.S.,80,positive,72,positive,"Mar 22, 2023, Limited",16-Apr-12,PG,Japanese,1h 37m
ac6a3f37-5f15-405e-aa33-9ec32d267b27,2023,https://www.rottentomatoes.com/m/good_burger_2,Good Burger 2,59,negative,63,positive,,22-Nov-23,,English,1h 30m
acd98eb6-c8ef-4dd0-a87d-3983ea801058,2023,https://www.rottentomatoes.com/m/the_subtle_art_of_not_giving_a_at_percent,The Subtle Art of Not Giving a #@%!,71,positive,40,negative,"Jan 4, 2023, Limited",10-Jan-23,R (Language Throughout|Brief Violent Images),English,1h 37m
acf09b51-4f19-4a0b-97e4-4ddf05ce42cc,2023,https://www.rottentomatoes.com/m/last_stop_larrimah,Last Stop Larrimah,86,positive,87,positive,,8-Oct-23,,English,1h 57m
ad1a88d5-9043-3c85-a834-2564ab5df066,2023,https://www.rottentomatoes.com/m/survive_2020,Survive,,,40,negative,,20-Jun-23,,English,1h 48m
ad47d0ee-7c32-308a-8db4-8c62725f1d23,2023,https://www.rottentomatoes.com/m/dead_shot,Dead Shot,71,positive,60,positive,"Aug 18, 2023, Limited",18-Aug-23,,English (United Kingdom),1h 32m
ae99f7d2-fef0-3ebe-85ec-79a70568b7e5,2023,https://www.rottentomatoes.com/m/snag,Snag,20,negative,56,negative,"Apr 28, 2023, Limited",28-Apr-23,R (Bloody Violence|Language Throughout),English,1h 27m
af06a6e0-c43f-4927-bbb1-1a379148c2ca,2023,https://www.rottentomatoes.com/m/unicorn_wars,Unicorn Wars,81,positive,91,positive,"Mar 10, 2023, Limited",10-Mar-23,,Spanish (Spain),1h 32m
b0559ec5-ef44-3079-993d-5dc32f0f7ab4,2023,https://www.rottentomatoes.com/m/brightwood,Brightwood,94,positive,62,positive,,22-Aug-23,,English,1h 24m
b058b6ed-9f6b-3c59-ac05-8af1944ee707,2023,https://www.rottentomatoes.com/m/under_the_boardwalk_2023,Under the Boardwalk,,,89,positive,"Oct 27, 2023, Limited",7-Nov-23,PG (Some Impolite Material|Mild Violence),English,1h 23m
b060aed8-4c16-3263-bae8-ef9e2f1ceffc,2023,https://www.rottentomatoes.com/m/the_angry_black_girl_and_her_monster,The Angry Black Girl and Her Monster,85,positive,87,positive,"Jun 9, 2023, Limited",23-Jun-23,,English,1h 32m
b0f66eb8-815a-4ac1-9aab-1f790f481182,2023,https://www.rottentomatoes.com/m/daliland,Dalíland,44,negative,95,positive,"Jun 9, 2023, Limited",9-Jun-23,,English,1h 37m
b1cd5fc3-57db-3054-99e6-aceed8c74ccb,2023,https://www.rottentomatoes.com/m/a_lot_of_nothing,A Lot of Nothing,48,negative,38,negative,"Feb 3, 2023, Limited",3-Feb-23,,English,1h 44m
b1cf2928-9bb0-33d9-a1fd-1768080e5ab0,2023,https://www.rottentomatoes.com/m/the_boy_and_the_heron,The Boy and the Heron,97,positive,88,positive,"Dec 8, 2023, Wide",25-Jun-24,PG-13 (Smoking|Bloody Images|Some Violent Content),Japanese,2h 4m
b20358cc-65b5-4d62-b458-42679ae8a4f7,2023,https://www.rottentomatoes.com/m/simulant_2023,Simulant,47,negative,42,negative,"Jun 2, 2023, Limited",2-Jun-23,,English,1h 35m
b299b8bf-e9e7-42bf-85f2-140e848d3dd6,2023,https://www.rottentomatoes.com/m/my_happy_ending,My Happy Ending,38,negative,43,negative,"Feb 24, 2023, Limited",25-Apr-23,R (Language and Brief Drug Use),English,1h 29m
b2b3fbff-a7b7-331a-8728-9940a7ad972a,2023,https://www.rottentomatoes.com/m/baby_sharks_big_movie,Baby Shark's Big Movie!,,,65,positive,,8-Dec-23,,English,1h 18m
b2c657ff-c0da-32b7-bc43-e495ea8d6a90,2023,https://www.rottentomatoes.com/m/trolls_band_together,Trolls Band Together,63,positive,92,positive,"Nov 17, 2023, Wide",19-Dec-23,,English,
b37aa10d-eb12-3028-a71f-bc6f8313ab83,2023,https://www.rottentomatoes.com/m/all_the_world_is_sleeping,All the World Is Sleeping,100,positive,93,positive,"Mar 17, 2023, Limited",17-Mar-23,,English,1h 50m
b3f2dbb5-d5ee-3618-afc0-7f7da904af8b,2023,https://www.rottentomatoes.com/m/the_offering_2022,The Offering,74,positive,48,negative,"Jan 13, 2023, Limited",13-Jan-23,R (Violence),English,1h 33m
b3f658c6-1c1f-3143-ad6c-3539dbbe9308,2023,https://www.rottentomatoes.com/m/the_portable_door,The Portable Door,81,positive,62,positive,,8-Apr-23,,English (Australia),1h 56m
b41777f1-4a60-3f86-a5cf-0e8371df6ff0,2023,https://www.rottentomatoes.com/m/a_million_miles_away_2023,A Million Miles Away,89,positive,94,positive,"Sep 8, 2023, Limited",15-Sep-23,PG,English,2h 1m
b4af290c-4c02-38a6-bf58-a37360324d31,2023,https://www.rottentomatoes.com/m/black_noise_2023,Black Noise,0,negative,0,negative,,3-Nov-23,R (Language|Violence|Suicide),English,1h 26m
b4ed0014-e115-397f-9c92-8d98b5bd53ff,2023,https://www.rottentomatoes.com/m/the_perfect_find,The Perfect Find,70,positive,79,positive,,23-Jun-23,,English,1h 39m
b5c962a3-dff1-4ec5-9f0b-44830dfc6156,2023,https://www.rottentomatoes.com/m/our_son,Our Son,86,positive,79,positive,"Dec 8, 2023, Limited",15-Dec-23,R (Language|Some Sexual Content/Nudity),English,1h 44m
b636ffd3-3188-499a-8ed1-92f0efa4d3a6,2023,https://www.rottentomatoes.com/m/the_killer_2023,The Killer,85,positive,61,positive,"Oct 27, 2023, Limited",10-Nov-23,R (Strong Violence|Language|Brief Sexuality),English,1h 58m
b6b4e0ff-b87f-4107-bebb-3c5f14700532,2023,https://www.rottentomatoes.com/m/mirandas_victim,Miranda's Victim,82,positive,91,positive,"Oct 6, 2023, Limited",6-Oct-23,,English,2h 7m
b6be1066-e3c3-3081-ac9b-a8280523caf2,2023,https://www.rottentomatoes.com/m/dead_mans_hand_2023,Dead Man's Hand,0,negative,24,negative,"Jul 7, 2023, Limited",7-Jul-23,R (Bloody Violent Content|Some Nudity|Language),English,1h 36m
b761c57f-8500-3ab3-b82a-e16a6cd7be04,2023,https://www.rottentomatoes.com/m/deep_fear_2023,Deep Fear,,,30,negative,,3-Nov-23,,English (United Kingdom),1h 29m
b7b8244f-7c6c-4e58-b910-d15be8112137,2023,https://www.rottentomatoes.com/m/the_artifice_girl,The Artifice Girl,91,positive,74,positive,"Apr 27, 2023, Limited",27-Apr-23,,English,1h 33m
b80d2824-2f8b-42d4-b58e-c4e684da6598,2023,https://www.rottentomatoes.com/m/hannah_waddingham_home_for_christmas,Hannah Waddingham: Home for Christmas,100,positive,91,positive,,22-Nov-23,,English,44m
b8374d15-d94a-4bf7-be9b-24526299d040,2023,https://www.rottentomatoes.com/m/money_shot_the_pornhub_story,Money Shot: The Pornhub Story,84,positive,65,positive,,15-Mar-23,TV-MA,English,1h 33m
b877f268-2856-3733-8832-ac638bcf2329,2023,https://www.rottentomatoes.com/m/nimona,Nimona,92,positive,91,positive,"Jun 23, 2023, Limited",30-Jun-23,PG (Thematic Elements|Some Language|Rude Humor|Violence and Action),English,1h 41m
b8a673f9-ece8-3664-93f8-e7e029b3f16d,2023,https://www.rottentomatoes.com/m/nandor_fodor_and_the_talking_mongoose,The Case of the Talking Mongoose,46,negative,64,positive,"Sep 1, 2023, Limited",19-Sep-23,PG-13 (Some Strong Language|Smoking Throughout|Brief Partial Nudity),English (United Kingdom),1h 36m
b932392a-a74d-3130-ab0a-301deb048b54,2023,https://www.rottentomatoes.com/m/jung_e,Jung_E,48,negative,53,negative,,20-Jan-23,,Korean,1h 38m
b932ce0d-a67f-40d1-99da-e397626eac8f,2023,https://www.rottentomatoes.com/m/asteroid_city,Asteroid City,75,positive,62,positive,"Jun 23, 2023, Wide",11-Jul-23,PG-13 (Smoking|Brief Graphic Nudity|Some Suggestive Material),English,1h 45m
b95a9822-8559-36ad-af77-d01c0008eddb,2023,https://www.rottentomatoes.com/m/the_mill_2023,The Mill,46,negative,49,negative,,9-Oct-23,,English,1h 46m
ba83bbca-8075-4d54-811c-3b2631badd71,2023,https://www.rottentomatoes.com/m/hypnotic_2023,Hypnotic,31,negative,62,positive,"May 12, 2023, Wide",30-May-23,R (Violence),English,1h 32m
ba8a9824-2fa7-340d-85ec-3ec78b30f1b7,2023,https://www.rottentomatoes.com/m/leave_2022,Leave,67,positive,52,negative,,17-Mar-23,,Norwegian,1h 46m
ba8f9e02-5810-46d4-ae39-211ccb5277bc,2023,https://www.rottentomatoes.com/m/the_saint_of_second_chances,The Saint of Second Chances,100,positive,96,positive,,19-Sep-23,,English,1h 33m
bac1f7d6-03b0-3d4c-9ac8-f38b09bf89b4,2023,https://www.rottentomatoes.com/m/the_fearway,The Fearway,,,38,negative,,7-Feb-23,,English,1h 21m
bb3a577d-6aa1-3c5f-88ad-dd44d5ecddc4,2023,https://www.rottentomatoes.com/m/re_member,Re/Member,50,negative,50,negative,,14-Feb-23,,Japanese,1h 42m
bb893017-585f-36ca-af30-014b4f20c08b,2023,https://www.rottentomatoes.com/m/miraculous_ladybug_and_cat_noir_the_movie,"Miraculous: Ladybug & Cat Noir, The Movie",50,negative,75,positive,"Jul 21, 2023, Limited",28-Jul-23,PG (Some Thematic Elements|Brief Smoking|Action),French (France),1h 45m
bc085e6d-f1f5-4b7b-a189-fdda6b9f52cf,2023,https://www.rottentomatoes.com/m/the_way_out_2022,The Way Out,86,positive,60,positive,,10-Feb-23,,English,1h 34m
bd205faf-f704-3458-9732-235799b2f221,2023,https://www.rottentomatoes.com/m/double_life_2023,Double Life,13,negative,80,positive,"May 5, 2023, Limited",5-May-23,PG-13 (Language|Violence|Some Sexual Content),English,1h 29m
be18c9bb-36f2-3715-8bdb-4e500903cc6c,2023,https://www.rottentomatoes.com/m/the_inventor,The Inventor,75,positive,59,negative,"Sep 15, 2023, Limited",7-Nov-23,PG (Some Thematic Elements|Nude Art Images),English,1h 32m
beda2afc-908f-3462-bb2f-c72ff81f8938,2023,https://www.rottentomatoes.com/m/clock_2023,Clock,80,positive,70,positive,,28-Apr-23,,English,1h 32m
bf28134d-4b35-42ff-82b7-a3ed6ed01a7b,2023,https://www.rottentomatoes.com/m/dealing_with_dad,Dealing with Dad,78,positive,88,positive,,9-May-23,,English,1h 46m
bfdeb1d3-d1ba-30c9-91a6-2aaf1fa2da48,2023,https://www.rottentomatoes.com/m/happy_ending_2023,Happy Ending,50,negative,59,negative,,1-Sep-23,,Dutch,1h 32m
